subject,latitude,longitude
Transportation - Traffic Division,42.3824,-71.0402
Public Works Department,42.2740,-71.1522
Mayor's 24 Hour Hotline,42.3524,-71.0794
Public Works Department,42.3247,-71.1078
Animal Control,42.2720,-71.1618
Mayor's 24 Hour Hotline,42.3513,-71.0638
Public Works Department,42.3523,-71.1222
Public Works Department,42.3413,-71.0832
Public Works Department,42.3308,-71.0763
Public Works Department,42.3594,-71.0587
Public Works Department,42.3159,-71.0632
Transportation - Traffic Division,42.3431,-71.1449
Transportation - Traffic Division,42.3627,-71.1353
Public Works Department,42.3328,-71.0518
Transportation - Traffic Division,42.3594,-71.0587
Transportation - Traffic Division,42.3358,-71.0479
Transportation - Traffic Division,42.3613,-71.1418
Public Works Department,42.3594,-71.0587
Transportation - Traffic Division,42.3034,-71.1085
Transportation - Traffic Division,42.3594,-71.0587
Public Works Department,42.3594,-71.0587
Public Works Department,42.3162,-71.0625
Public Works Department,42.3195,-71.0592
Boston Water & Sewer Commission,42.3594,-71.0587
Transportation - Traffic Division,42.3594,-71.0587
Public Works Department,42.2621,-71.1007
Transportation - Traffic Division,42.3884,-71.0025
Public Works Department,42.3336,-71.0523
Mayor's 24 Hour Hotline,42.3594,-71.0587
Public Works Department,42.3594,-71.0587
Inspectional Services,42.3422,-71.0847
Public Works Department,42.3177,-71.0737
Transportation - Traffic Division,42.3594,-71.0587
Inspectional Services,42.3415,-71.1543
Public Works Department,42.3706,-71.0324
Inspectional Services,42.3428,-71.0783
Mayor's 24 Hour Hotline,42.3824,-71.0663
Public Works Department,42.3594,-71.0587
Inspectional Services,42.3781,-71.0581
Public Works Department,42.3544,-71.1561
Public Works Department,42.3705,-71.0331
Public Works Department,42.3106,-71.0798
Animal Control,42.3594,-71.0587
Public Works Department,42.3071,-71.0781
Parks & Recreation Department,42.3594,-71.0587
Public Works Department,42.2881,-71.0826
Public Works Department,42.3013,-71.0507
Public Works Department,42.3121,-71.0625
Public Works Department,42.3017,-71.0704
Transportation - Traffic Division,42.3793,-71.0703
Public Works Department,42.2829,-71.0971
Parks & Recreation Department,42.2638,-71.1244
Public Works Department,42.3545,-71.1585
Public Works Department,42.3119,-71.0566
Public Works Department,42.3594,-71.0587
Public Works Department,42.3594,-71.0587
Public Works Department,42.2948,-71.1554
Public Works Department,42.3365,-71.0528
Public Works Department,42.3594,-71.0587
Transportation - Traffic Division,42.3594,-71.0587
Mayor's 24 Hour Hotline,42.3329,-71.1101
Transportation - Traffic Division,42.3594,-71.0587
Mayor's 24 Hour Hotline,42.3322,-71.1114
Mayor's 24 Hour Hotline,42.2975,-71.1148
Transportation - Traffic Division,42.3594,-71.0587
Transportation - Traffic Division,42.3594,-71.0587
Public Works Department,42.2827,-71.0725
Transportation - Traffic Division,42.3594,-71.0587
Parks & Recreation Department,42.3389,-71.0313
Public Works Department,42.3598,-71.0676
Public Works Department,42.3594,-71.0587
Transportation - Traffic Division,42.3594,-71.0587
Inspectional Services,42.3600,-71.1465
Transportation - Traffic Division,42.3341,-71.0350
Public Works Department,42.3882,-71.0054
Public Works Department,42.3469,-71.0809
Transportation - Traffic Division,42.3363,-71.0360
Public Works Department,42.3551,-71.0622
Mayor's 24 Hour Hotline,42.3243,-71.0563
Public Works Department,42.3551,-71.0622
Public Works Department,42.3116,-71.0477
Public Works Department,42.3093,-71.0506
Transportation - Traffic Division,42.3385,-71.0490
Public Works Department,42.3216,-71.1090
Public Works Department,42.3157,-71.0623
Transportation - Traffic Division,42.3187,-71.0541
Transportation - Traffic Division,42.3594,-71.0587
Transportation - Traffic Division,42.3594,-71.0587
Transportation - Traffic Division,42.3594,-71.0587
Transportation - Traffic Division,42.3497,-71.0655
Transportation - Traffic Division,42.3594,-71.0587
Mayor's 24 Hour Hotline,42.3526,-71.0812
Public Works Department,42.3129,-71.1265
Transportation - Traffic Division,42.3681,-71.0376
Public Works Department,42.3384,-71.0800
Public Works Department,42.3014,-71.0734
Public Works Department,42.2831,-71.0624
Public Works Department,42.3138,-71.0986
Public Works Department,42.3334,-71.0273
Public Works Department,42.2836,-71.0971
Public Works Department,42.2422,-71.1415
Transportation - Traffic Division,42.3512,-71.1543
Animal Control,42.3594,-71.0587
Inspectional Services,42.3618,-71.0531
Public Works Department,42.3594,-71.0587
Public Works Department,42.3856,-71.0723
Public Works Department,42.2650,-71.1061
Public Works Department,42.3323,-71.0683
Transportation - Traffic Division,42.3165,-71.0810
Public Works Department,42.3455,-71.0811
Public Works Department,42.2843,-71.1182
Public Works Department,42.3594,-71.0587
Transportation - Traffic Division,42.2853,-71.0521
Property Management,42.2862,-71.0707
Parks & Recreation Department,42.3594,-71.0587
Public Works Department,42.3829,-71.0398
Public Works Department,42.3769,-71.0389
Public Works Department,42.3505,-71.0817
Public Works Department,42.3107,-71.1135
Public Works Department,42.3594,-71.0587
Public Works Department,42.3446,-71.0808
Inspectional Services,42.2631,-71.0986
Public Works Department,42.3577,-71.0701
Public Works Department,42.3345,-71.0489
Transportation - Traffic Division,42.3339,-71.0301
Transportation - Traffic Division,42.3594,-71.0587
Mayor's 24 Hour Hotline,42.3436,-71.0810
Public Works Department,42.3536,-71.1654
Public Works Department,42.3420,-71.0503
Public Works Department,42.3592,-71.0683
Public Works Department,42.3875,-71.0060
Public Works Department,42.2912,-71.0620
Public Works Department,42.3594,-71.0587
Public Works Department,42.3105,-71.0524
Property Management,42.2706,-71.1208
Public Works Department,42.3473,-71.0777
Transportation - Traffic Division,42.3334,-71.0370
Parks & Recreation Department,42.3436,-71.0678
Parks & Recreation Department,42.3436,-71.0678
Public Works Department,42.3072,-71.0877
Transportation - Traffic Division,42.3387,-71.0472
Public Works Department,42.3594,-71.0587
Transportation - Traffic Division,42.3206,-71.0728
Transportation - Traffic Division,42.3315,-71.0487
Public Works Department,42.3594,-71.0587
Public Works Department,42.2899,-71.1594
Transportation - Traffic Division,42.3807,-71.0685
Public Works Department,42.3516,-71.1605
Public Works Department,42.3145,-71.0840
Public Works Department,42.3821,-71.0384
Public Works Department,42.2849,-71.1464
Public Works Department,42.3594,-71.0587
Transportation - Traffic Division,42.3318,-71.0492
Inspectional Services,42.3618,-71.0584
Public Works Department,42.3418,-71.1663
Public Works Department,42.3906,-71.0702
Inspectional Services,42.3594,-71.0587
Public Works Department,42.3594,-71.0587
Public Works Department,42.3584,-71.0679
Public Works Department,42.3047,-71.1299
Public Works Department,42.3801,-71.0646
Public Works Department,42.2926,-71.0589
Transportation - Traffic Division,42.3594,-71.0587
Public Works Department,42.3594,-71.0587
Transportation - Traffic Division,42.3658,-71.0346
Parks & Recreation Department,42.3594,-71.0587
Public Works Department,42.3363,-71.0405
Public Works Department,42.3594,-71.0587
Public Works Department,42.3821,-71.0346
Public Works Department,42.3821,-71.0346
Public Works Department,42.2900,-71.0663
Public Works Department,42.3423,-71.0751
Public Works Department,42.3346,-71.0311
Animal Control,42.3384,-71.0669
Transportation - Traffic Division,42.3420,-71.1485
Parks & Recreation Department,42.3559,-71.0657
Transportation - Traffic Division,42.3329,-71.0383
Public Works Department,42.3340,-71.0435
Public Works Department,42.3322,-71.0348
Transportation - Traffic Division,42.3844,-71.0190
Transportation - Traffic Division,42.3594,-71.0587
Parks & Recreation Department,42.2901,-71.1236
Transportation - Traffic Division,42.3631,-71.0522
Transportation - Traffic Division,42.3352,-71.0979
Public Works Department,42.2940,-71.0902
Animal Control,42.3112,-71.0752
Public Works Department,42.3038,-71.0847
Public Works Department,42.3208,-71.0631
Transportation - Traffic Division,42.3594,-71.0587
Public Works Department,42.3594,-71.0587
Transportation - Traffic Division,42.3776,-71.0373
Public Works Department,42.3594,-71.0587
Public Works Department,42.3365,-71.0477
Public Works Department,42.3575,-71.0607
Transportation - Traffic Division,42.3360,-71.0310
Public Works Department,42.3413,-71.0805
Public Works Department,42.3594,-71.0587
Transportation - Traffic Division,42.3266,-71.0856
Public Works Department,42.3594,-71.0587
Public Works Department,42.3594,-71.0587
Transportation - Traffic Division,42.3393,-71.0807
Transportation - Traffic Division,42.3421,-71.1501
Transportation - Traffic Division,42.3378,-71.0469
Inspectional Services,42.2937,-71.1201
Public Works Department,42.3355,-71.0290
Public Works Department,42.3594,-71.0587
Transportation - Traffic Division,42.3560,-71.1537
Transportation - Traffic Division,42.2846,-71.0543
Public Works Department,42.2885,-71.0748
Mayor's 24 Hour Hotline,42.3594,-71.0587
Transportation - Traffic Division,42.3488,-71.0617
Public Works Department,42.2894,-71.1582
Transportation - Traffic Division,42.3594,-71.0587
Transportation - Traffic Division,42.3887,-71.0022
Transportation - Traffic Division,42.3594,-71.0587
Public Works Department,42.3338,-71.0417
Transportation - Traffic Division,42.3594,-71.0653
Public Works Department,42.3594,-71.0587
Public Works Department,42.3157,-71.0812
Animal Control,42.3425,-71.0756
Inspectional Services,42.3149,-71.0930
Public Works Department,42.3303,-71.0924
Public Works Department,42.3493,-71.0679
Public Works Department,42.3300,-71.0926
Mayor's 24 Hour Hotline,42.3594,-71.0587
Inspectional Services,42.3369,-71.0859
Transportation - Traffic Division,42.3594,-71.0587
Public Works Department,42.3430,-71.0784
Public Works Department,42.3594,-71.0587
Inspectional Services,42.2657,-71.1109
Transportation - Traffic Division,42.3346,-71.0995
Inspectional Services,42.3365,-71.0278
Public Works Department,42.2850,-71.0520
Transportation - Traffic Division,42.3594,-71.0587
Public Works Department,42.3594,-71.0587
Public Works Department,42.2961,-71.0779
Inspectional Services,42.2993,-71.0722
Public Works Department,42.2679,-71.1147
Parks & Recreation Department,42.3594,-71.0587
Public Works Department,42.2997,-71.0684
Mayor's 24 Hour Hotline,42.3594,-71.0587
Public Works Department,42.3066,-71.0601
Public Works Department,42.3523,-71.1220
Public Works Department,42.2831,-71.1420
Public Works Department,42.3465,-71.0734
Public Works Department,42.3594,-71.0587
Mayor's 24 Hour Hotline,42.2847,-71.0459
Transportation - Traffic Division,42.3594,-71.0587
Public Works Department,42.3594,-71.0587
Public Works Department,42.3043,-71.0641
Inspectional Services,42.2877,-71.0502
Public Works Department,42.3594,-71.0587
Public Works Department,42.3356,-71.0294
Public Works Department,42.3594,-71.0587
Public Works Department,42.2886,-71.0731
Transportation - Traffic Division,42.3345,-71.0438
Public Works Department,42.3361,-71.0768
Inspectional Services,42.3401,-71.1501
Public Works Department,42.3401,-71.1501
Public Works Department,42.3436,-71.0759
Transportation - Traffic Division,42.3594,-71.0587
Inspectional Services,42.3207,-71.0700
Public Works Department,42.3425,-71.0561
Public Works Department,42.3511,-71.1326
Inspectional Services,42.3446,-71.1380
Public Works Department,42.3222,-71.1030
Public Works Department,42.2812,-71.1297
Public Works Department,42.3594,-71.0587
Public Works Department,42.3483,-71.1700
Public Works Department,42.2942,-71.0678
Public Works Department,42.3463,-71.0719
Transportation - Traffic Division,42.2839,-71.1111
Public Works Department,42.3748,-71.0351
Public Works Department,42.2790,-71.0961
Public Works Department,42.3441,-71.1523
Public Works Department,42.3005,-71.0603
Public Works Department,42.3152,-71.0644
Public Works Department,42.3034,-71.0685
Public Works Department,42.2819,-71.0912
Public Works Department,42.2949,-71.0841
Public Works Department,42.3594,-71.0587
Transportation - Traffic Division,42.3210,-71.1074
Parks & Recreation Department,42.3594,-71.0587
Public Works Department,42.2693,-71.1487
Transportation - Traffic Division,42.3594,-71.0587
Public Works Department,42.3603,-71.0583
Inspectional Services,42.3447,-71.1022
Public Works Department,42.3379,-71.1517
Transportation - Traffic Division,42.3315,-71.0425
Parks & Recreation Department,42.3704,-71.0310
Parks & Recreation Department,42.2861,-71.1340
Inspectional Services,42.3342,-71.1105
Transportation - Traffic Division,42.3589,-71.0628
Parks & Recreation Department,42.3598,-71.1241
Public Works Department,42.3594,-71.0587
Inspectional Services,42.3594,-71.0587
Transportation - Traffic Division,42.3594,-71.0587
Public Works Department,42.3541,-71.0784
Transportation - Traffic Division,42.3594,-71.0587
Transportation - Traffic Division,42.3219,-71.0603
Inspectional Services,42.3243,-71.0589
Transportation - Traffic Division,42.3312,-71.0501
Inspectional Services,42.3594,-71.0587
Inspectional Services,42.3112,-71.1147
Public Works Department,42.2775,-71.1527
Transportation - Traffic Division,42.3360,-71.0499
Transportation - Traffic Division,42.3594,-71.0587
Public Works Department,42.3427,-71.0795
Public Works Department,42.2496,-71.1266
Mayor's 24 Hour Hotline,42.3188,-71.0565
Parks & Recreation Department,42.3630,-71.0538
Transportation - Traffic Division,42.3731,-71.0395
Public Works Department,42.2573,-71.1582
